expense_allowance_fixed_id,clause_fixed_id,clauses,parent_allowance,allowance,is_all_purpose,allowance_amount,payment_frequency,last_adjusted_year,cpi_quarter_last_adjusted,operative_from,operative_to,version_number,last_modified_datetime,published_year,awards
166.0,1940,21.4(i)(ii),,Performing glass and glazing work away from the usual place of business—vehicle allowance,False,0.91,per km,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,29
156.0,1932,21.4(b)(i),,Stonemasonry tools and equipment allowance,True,0.08,per hour,2018.0,,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,29
165.0,1939,21.4(h)(ii),,Stonemasonry work at cemetery—vehicle allowance,False,0.91,per km,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,29
153.0,1931,21.4(a)(i),,Tool allowance—Assembler A,True,10.42,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,29
143.0,1931,21.4(a)(i),,Tool allowance—Carpenter and/or joiner,True,34.87,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,29
9516.0,1931,21.4(a)(i),,Tool allowance—Carver,True,34.87,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,29
154.0,1931,21.4(a)(i),,Tool allowance—Glass worker,True,8.46,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,29
152.0,1931,21.4(a)(i),,Tool allowance—Glazier,True,12.25,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,29
144.0,1931,21.4(a)(i),,Tool allowance—Joiner special class,True,34.87,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,29
145.0,1931,21.4(a)(i),,Tool allowance—Joiner-setter out,True,34.87,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,29
146.0,1931,21.4(a)(i),,Tool allowance—Letter cutter,True,34.87,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,29
155.0,1931,21.4(a)(i),,Tool allowance—Painter,True,8.37,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,29
151.0,1931,21.4(a)(i),,Tool allowance—Plasterer,True,28.84,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,29
147.0,1931,21.4(a)(i),,Tool allowance—Prefab setter,True,34.87,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,29
148.0,1931,21.4(a)(i),,Tool allowance—Prefab tradesperson,True,34.87,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,29
149.0,1931,21.4(a)(i),,Tool allowance—Shopfitter,True,34.87,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,29
150.0,1931,21.4(a)(i),,Tool allowance—Stonemason,True,34.87,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022,29
158.0,1934,21.4(e)(ii),,Compensation for clothing and tools,False,1924.0,maximum,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
164.0,1938,21.4(g)(xiii),,"Living away from home for a distant job—board and lodging, return to residence",False,44.93,per occasion,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
162.0,1937,21.4(g)(iv),,Living away from home for a distant job—expenses,False,21.35,per homeward journey,2014.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
163.0,1937,21.4(g)(iv),,Living away from home for a distant job—meal allowance,False,15.96,per meal,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
161.0,1936,21.4(g)(ii)(A),,Living away from home for a distant job—per day,False,76.68,per day,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
157.0,1933,21.4(c),,Meal allowance—overtime of at least one and a half hours,False,15.96,per occasion,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
159.0,1935,21.4(f),,Motor vehicle allowance—glass and glazing work,False,0.8,per km,2014.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
166.0,1940,21.4(i)(ii),,Performing glass and glazing work away from the usual place of business—vehicle allowance,False,0.8,per km,2014.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
156.0,1932,21.4(b)(i),,Stonemasonry tools and equipment allowance,True,0.07,per hour,2018.0,,2018-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
165.0,1939,21.4(h)(ii),,Stonemasonry work at cemetery—vehicle allowance,False,0.8,per km,2014.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
153.0,1931,21.4(a)(i),,Tool allowance—Assembler A,True,9.92,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
143.0,1931,21.4(a)(i),,Tool allowance—Carpenter and/or joiner,True,33.18,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
9516.0,1931,21.4(a)(i),,Tool allowance—Carver,True,33.18,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
154.0,1931,21.4(a)(i),,Tool allowance—Glass worker,True,8.05,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
152.0,1931,21.4(a)(i),,Tool allowance—Glazier,True,11.66,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
144.0,1931,21.4(a)(i),,Tool allowance—Joiner special class,True,33.18,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
145.0,1931,21.4(a)(i),,Tool allowance—Joiner-setter out,True,33.18,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
146.0,1931,21.4(a)(i),,Tool allowance—Letter cutter,True,33.18,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
155.0,1931,21.4(a)(i),,Tool allowance—Painter,True,7.96,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
151.0,1931,21.4(a)(i),,Tool allowance—Plasterer,True,27.44,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
147.0,1931,21.4(a)(i),,Tool allowance—Prefab setter,True,33.18,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
148.0,1931,21.4(a)(i),,Tool allowance—Prefab tradesperson,True,33.18,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
149.0,1931,21.4(a)(i),,Tool allowance—Shopfitter,True,33.18,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
150.0,1931,21.4(a)(i),,Tool allowance—Stonemason,True,33.18,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021,29
158.0,1934,21.4(e)(ii),,Compensation for clothing and tools,False,1896.0,maximum,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2020,29
164.0,1938,21.4(g)(xiii),,"Living away from home for a distant job—board and lodging, return to residence",False,43.05,per occasion,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:39+00:00,2020,29
162.0,1937,21.4(g)(iv),,Living away from home for a distant job—expenses,False,20.81,per homeward journey,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:39+00:00,2020,29
163.0,1937,21.4(g)(iv),,Living away from home for a distant job—meal allowance,False,15.71,per meal,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:39+00:00,2020,29
161.0,1936,21.4(g)(ii)(A),,Living away from home for a distant job—per day,False,73.47,per day,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2020,29
157.0,1933,21.4(c),,Meal allowance—overtime of at least one and a half hours,False,15.71,per occasion,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2020,29
159.0,1935,21.4(f),,Motor vehicle allowance—glass and glazing work,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2020,29
166.0,1940,21.4(i)(ii),,Performing glass and glazing work away from the usual place of business—vehicle allowance,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:39+00:00,2020,29
156.0,1932,21.4(b)(i),,Stonemasonry tools and equipment allowance[1],True,0.07,per hour,2018.0,,2018-07-01,2022-06-30,0,2022-02-15T15:41:38+00:00,2020,29
165.0,1939,21.4(h)(ii),,Stonemasonry work at cemetery—vehicle allowance,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:39+00:00,2020,29
153.0,1931,21.4(a)(i),,Tool allowance—Assembler A[1],True,9.78,per week,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2020,29
143.0,1931,21.4(a)(i),,Tool allowance—Carpenter and/or joiner[1],True,32.7,per week,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2020,29
9516.0,1931,21.4(a)(i),,Tool allowance—Carver[1],True,32.7,per week,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:39+00:00,2020,29
154.0,1931,21.4(a)(i),,Tool allowance—Glass worker[1],True,7.93,per week,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2020,29
152.0,1931,21.4(a)(i),,Tool allowance—Glazier[1],True,11.49,per week,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2020,29
144.0,1931,21.4(a)(i),,Tool allowance—Joiner special class[1],True,32.7,per week,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2020,29
145.0,1931,21.4(a)(i),,Tool allowance—Joiner-setter out[1],True,32.7,per week,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2020,29
146.0,1931,21.4(a)(i),,Tool allowance—Letter cutter[1],True,32.7,per week,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2020,29
155.0,1931,21.4(a)(i),,Tool allowance—Painter[1],True,7.85,per week,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2020,29
151.0,1931,21.4(a)(i),,Tool allowance—Plasterer[1],True,27.04,per week,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2020,29
147.0,1931,21.4(a)(i),,Tool allowance—Prefab setter[1],True,32.7,per week,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2020,29
148.0,1931,21.4(a)(i),,Tool allowance—Prefab tradesperson[1],True,32.7,per week,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2020,29
149.0,1931,21.4(a)(i),,Tool allowance—Shopfitter[1],True,32.7,per week,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2020,29
150.0,1931,21.4(a)(i),,Tool allowance—Stonemason[1],True,32.7,per week,2019.0,,2020-11-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2020,29
158.0,1934,24.2(d)(ii),,Compensation for clothing or tools,False,1862.0,maximum,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:39:38+00:00,2019,29
164.0,1938,24.5(a)(xii),,"Living away from home for a distant job—board and lodging, return to residence",False,42.2,per occasion,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:39:39+00:00,2019,29
162.0,1937,24.5(a)(iii),,Living away from home for a distant job—expenses,False,20.81,per homeward journey,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:39+00:00,2019,29
163.0,1937,24.5(a)(iii),,Living away from home for a distant job—meal allowance,False,15.38,per meal,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:39:39+00:00,2019,29
161.0,1936,24.5(a)(ii),,Living away from home for a distant job—per day,False,72.02,per day,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:39:38+00:00,2019,29
160.0,1936,24.5(a)(ii),,Living away from home for a distant job—per week,False,503.4,per week,2018.0,,2019-07-01,2020-06-30,0,2023-04-05T17:21:10+00:00,2019,29
157.0,1933,24.2(b),,Meal allowance—overtime of at least one and a half hours,False,15.38,per occasion,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:39:38+00:00,2019,29
159.0,1935,24.2(e),,Motor vehicle allowance—glass and glazing work,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2019,29
166.0,1940,24.5(c)(ii),,Performing glass and glazing work away from the usual place of business—vehicle allowance,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:39+00:00,2019,29
156.0,1932,24.1(d)(i),,Stonemasonry tools and equipment allowance,True,0.07,per hour,2018.0,,2018-07-01,2022-06-30,0,2022-02-15T15:41:38+00:00,2019,29
165.0,1939,24.5(b)(ii),,Stonemasonry work at cemetery—vehicle allowance,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:39+00:00,2019,29
153.0,1931,24.1(c)(i),,Tool allowance—Assembler A,True,9.6,per week,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:39:38+00:00,2019,29
143.0,1931,24.1(c)(i),,Tool allowance—Carpenter and/or joiner,True,32.11,per week,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:39:38+00:00,2019,29
9516.0,1931,24.1(c)(i),,Tool allowance—Carver,True,32.81,per week,2018.0,,2019-07-01,2020-10-31,0,2023-04-05T17:24:55+00:00,2019,29
154.0,1931,24.1(c)(i),,Tool allowance—Glass worker,True,7.79,per week,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:39:38+00:00,2019,29
152.0,1931,24.1(c)(i),,Tool allowance—Glazier,True,11.28,per week,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:39:38+00:00,2019,29
144.0,1931,24.1(c)(i),,Tool allowance—Joiner special class,True,32.11,per week,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:39:38+00:00,2019,29
145.0,1931,24.1(c)(i),,Tool allowance—Joiner-setter out,True,32.11,per week,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:39:38+00:00,2019,29
146.0,1931,24.1(c)(i),,Tool allowance—Letter cutter,True,32.11,per week,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:39:38+00:00,2019,29
155.0,1931,24.1(c)(i),,Tool allowance—Painter,True,7.71,per week,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:39:38+00:00,2019,29
151.0,1931,24.1(c)(i),,Tool allowance—Plasterer,True,26.55,per week,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:39:38+00:00,2019,29
147.0,1931,24.1(c)(i),,Tool allowance—Prefab setter,True,32.11,per week,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:39:38+00:00,2019,29
148.0,1931,24.1(c)(i),,Tool allowance—Prefab tradesperson,True,32.11,per week,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:39:38+00:00,2019,29
149.0,1931,24.1(c)(i),,Tool allowance—Shopfitter,True,32.11,per week,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:39:38+00:00,2019,29
150.0,1931,24.1(c)(i),,Tool allowance—Stonemason,True,32.11,per week,2018.0,,2019-07-01,2020-10-31,0,2022-02-15T15:39:38+00:00,2019,29
158.0,1934,24.2(d)(ii),,Compensation for clothing or tools,False,1838.0,maximum,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:38+00:00,2018,29
164.0,1938,24.5(a)(xii),,"Living away from home for a distant job—board and lodging, return to residence",False,41.49,per occasion,2015.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:39+00:00,2018,29
162.0,1937,24.5(a)(iii),,Living away from home for a distant job—expenses,False,20.81,per homeward journey,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:39+00:00,2018,29
163.0,1937,24.5(a)(iii),,Living away from home for a distant job—meal allowance,False,15.06,per meal,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:39+00:00,2018,29
161.0,1936,24.5(a)(ii),,Living away from home for a distant job—per day,False,70.81,per day,2015.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:38+00:00,2018,29
160.0,1936,24.5(a)(ii),,Living away from home for a distant job—per week,False,494.94,per week,2015.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:38+00:00,2018,29
157.0,1933,24.2(b),,Meal allowance—overtime of at least one and a half hours,False,15.06,per occasion,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:38+00:00,2018,29
159.0,1935,24.2(e),,Motor vehicle allowance—glass and glazing work,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2018,29
166.0,1940,24.5(c)(ii),,Performing glass and glazing work away from the usual place of business—vehicle allowance,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:39+00:00,2018,29
156.0,1932,24.1(d)(i),,Stonemasonry tools and equipment allowance,True,0.07,per hour,2013.0,,2018-07-01,2022-06-30,0,2022-02-15T15:41:38+00:00,2018,29
165.0,1939,24.5(b)(ii),,Stonemasonry work at cemetery—vehicle allowance,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:39+00:00,2018,29
153.0,1931,24.1(c)(i),,Tool allowance—Assembler A,True,9.47,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:38+00:00,2018,29
143.0,1931,24.1(c)(i),,Tool allowance—Carpenter and/or joiner,True,31.69,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:38+00:00,2018,29
9516.0,1931,24.1(c)(i),,Tool allowance—Carver,True,31.69,per week,2017.0,,2018-07-01,2019-06-30,0,2023-04-05T17:24:54+00:00,2018,29
154.0,1931,24.1(c)(i),,Tool allowance—Glass worker,True,7.69,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:38+00:00,2018,29
152.0,1931,24.1(c)(i),,Tool allowance—Glazier,True,11.13,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:38+00:00,2018,29
144.0,1931,24.1(c)(i),,Tool allowance—Joiner special class,True,31.69,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:38+00:00,2018,29
145.0,1931,24.1(c)(i),,Tool allowance—Joiner-setter out,True,31.69,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:38+00:00,2018,29
146.0,1931,24.1(c)(i),,Tool allowance—Letter cutter,True,31.69,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:38+00:00,2018,29
155.0,1931,24.1(c)(i),,Tool allowance—Painter,True,7.61,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:38+00:00,2018,29
151.0,1931,24.1(c)(i),,Tool allowance—Plasterer,True,26.2,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:38+00:00,2018,29
147.0,1931,24.1(c)(i),,Tool allowance—Prefab setter,True,31.69,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:38+00:00,2018,29
148.0,1931,24.1(c)(i),,Tool allowance—Prefab tradesperson,True,31.69,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:38+00:00,2018,29
149.0,1931,24.1(c)(i),,Tool allowance—Shopfitter,True,31.69,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:38+00:00,2018,29
150.0,1931,24.1(c)(i),,Tool allowance—Stonemason,True,31.69,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:38+00:00,2018,29
158.0,1934,24.2(d)(ii),,Compensation for clothing or tools,False,1804.0,maximum,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2017,29
164.0,1938,24.5(a)(xii),,"Living away from home for a distant job—board and lodging, return to residence",False,40.11,per occasion,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:39:39+00:00,2017,29
162.0,1937,24.5(a)(iii),,Living away from home for a distant job—expenses,False,20.81,per homeward journey,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:39+00:00,2017,29
163.0,1937,24.5(a)(iii),,Living away from home for a distant job—meal allowance,False,14.78,per meal,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:39:39+00:00,2017,29
161.0,1936,24.5(a)(ii),,Living away from home for a distant job—per day,False,68.45,per day,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2017,29
160.0,1936,24.5(a)(ii),,Living away from home for a distant job—per week,False,478.44,per week,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2017,29
157.0,1933,24.2(b),,Meal allowance—overtime of at least one and a half hours,False,14.78,per occasion,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2017,29
159.0,1935,24.2(e),,Motor vehicle allowance—glass and glazing work,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2017,29
166.0,1940,24.5(c)(ii),,Performing glass and glazing work away from the usual place of business—vehicle allowance,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:39+00:00,2017,29
156.0,1932,24.1(d)(i),,Stonemasonry tools and equipment allowance,True,0.06,per hour,2013.0,,2013-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2017,29
165.0,1939,24.5(b)(ii),,Stonemasonry work at cemetery—vehicle allowance,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:39+00:00,2017,29
153.0,1931,24.1(c)(i),,Tool allowance—Assembler A,True,9.29,per week,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2017,29
143.0,1931,24.1(c)(i),,Tool allowance—Carpenter and/or joiner,True,31.1,per week,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2017,29
,1931,24.1(c)(i),,Tool allowance—Carver,True,31.1,per week,2016.0,,2017-07-01,2018-06-30,0,2023-07-03T11:51:07+00:00,2017,29
154.0,1931,24.1(c)(i),,Tool allowance—Glass worker,True,7.55,per week,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2017,29
152.0,1931,24.1(c)(i),,Tool allowance—Glazier,True,10.92,per week,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2017,29
144.0,1931,24.1(c)(i),,Tool allowance—Joiner special class,True,31.1,per week,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2017,29
145.0,1931,24.1(c)(i),,Tool allowance—Joiner-setter out,True,31.1,per week,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2017,29
146.0,1931,24.1(c)(i),,Tool allowance—Letter cutter,True,31.1,per week,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2017,29
155.0,1931,24.1(c)(i),,Tool allowance—Painter,True,7.47,per week,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2017,29
151.0,1931,24.1(c)(i),,Tool allowance—Plasterer,True,25.71,per week,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2017,29
147.0,1931,24.1(c)(i),,Tool allowance—Prefab setter,True,31.1,per week,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2017,29
148.0,1931,24.1(c)(i),,Tool allowance—Prefab tradesperson,True,31.1,per week,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2017,29
149.0,1931,24.1(c)(i),,Tool allowance—Shopfitter,True,31.1,per week,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2017,29
150.0,1931,24.1(c)(i),,Tool allowance—Stonemason,True,31.1,per week,2016.0,,2017-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2017,29
158.0,1934,24.2(d)(ii),,Compensation for clothing or tools,False,1766.0,maximum,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:39:38+00:00,2016,29
164.0,1938,24.5(a)(xii),,"Living away from home for a distant job—board and lodging, return to residence",False,40.11,per occasion,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:39:39+00:00,2016,29
162.0,1937,24.5(a)(iii),,Living away from home for a distant job—expenses,False,20.81,per homeward journey,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:39+00:00,2016,29
163.0,1937,24.5(a)(iii),,Living away from home for a distant job—meal allowance,False,14.54,per meal,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:39:39+00:00,2016,29
161.0,1936,24.5(a)(ii),,Living away from home for a distant job—per day,False,68.45,per day,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2016,29
160.0,1936,24.5(a)(ii),,Living away from home for a distant job—per week,False,478.44,per week,2015.0,,2015-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2016,29
157.0,1933,24.2(b),,Meal allowance—overtime of at least one and a half hours,False,14.54,per occasion,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:39:38+00:00,2016,29
159.0,1935,24.2(e),,Motor vehicle allowance—glass and glazing work,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:38+00:00,2016,29
166.0,1940,24.5(c)(ii),,Performing glass and glazing work away from the usual place of business—vehicle allowance,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:39+00:00,2016,29
156.0,1932,24.1(d)(i),,Stonemasonry tools and equipment allowance,True,0.06,per hour,2013.0,,2013-07-01,2018-06-30,0,2022-02-15T15:39:38+00:00,2016,29
165.0,1939,24.5(b)(ii),,Stonemasonry work at cemetery—vehicle allowance,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:39+00:00,2016,29
153.0,1931,24.1(c)(i),,Tool allowance—Assembler A,True,9.1,per week,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:39:38+00:00,2016,29
143.0,1931,24.1(c)(i),,Tool allowance—Carpenter and/or joiner,True,30.45,per week,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:39:38+00:00,2016,29
9516.0,1931,24.1(c)(i),,Tool allowance—Carver,True,30.45,per week,2015.0,,2016-07-01,2017-06-30,0,2023-04-05T17:24:54+00:00,2016,29
154.0,1931,24.1(c)(i),,Tool allowance—Glass worker,True,7.39,per week,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:39:38+00:00,2016,29
152.0,1931,24.1(c)(i),,Tool allowance—Glazier,True,10.69,per week,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:39:38+00:00,2016,29
144.0,1931,24.1(c)(i),,Tool allowance—Joiner special class,True,30.45,per week,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:39:38+00:00,2016,29
145.0,1931,24.1(c)(i),,Tool allowance—Joiner-setter out,True,30.45,per week,2015.0,,2016-07-01,2017-06-30,0,2022-02-15T15:39:38+00:00,2016,29
