wage_allowance_fixed_id,clause_fixed_id,clauses,parent_allowance,allowance,is_all_purpose,rate,rate_unit,base_pay_rate_id,allowance_amount,payment_frequency,operative_from,operative_to,version_number,last_modified_datetime,published_year,awards
403.0,917,22.2(c)(i),,Afternoon shift allowance,False,14.68,Percent,BR90326,3.47,per hour,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,21
400.0,914,21.1,,Day work outside the spread of hours,False,24.7,Percent,BR90326,5.85,per hour,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,21
397.0,911,17.2(c),,First aid allowance,False,2.35,Percent,BR90326,21.14,per week ,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,21
394.0,910,17.2(b),,Leading hand in charge of—2 to 5 employees,True,3.21,Percent,BR90326,28.87,per week ,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,21
395.0,910,17.2(b),,Leading hand in charge of—6 to 10 employees,True,4.75,Percent,BR90326,42.73,per week ,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,21
396.0,910,17.2(b),,Leading hand in charge of—more than 10 employees,True,6.2,Percent,BR90326,55.77,per week ,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,21
404.0,918,22.2(c)(ii),,Night shift allowance,False,17.59,Percent,BR90326,4.16,per hour,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,21
406.0,920,22.3(b),,Non-standard shift work allowance,False,30.0,Percent,BR90326,7.1,per hour,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,21
407.0,921,20.5(a),,Overtime stand-by allowance,False,59.42,Percent,BR90326,14.06,per hour,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,21
405.0,919,22.2(c)(iii),,Permanent night shift allowance,False,21.0,Percent,BR90326,4.97,per hour,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,21
398.0,912,17.2(d),,Representation allowance,False,2.18,Percent,BR90326,19.61,per week ,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,21
399.0,913,17.2(e)(i),,Service centre allowance,False,6.08,Percent,BR90326,54.69,per week ,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,21
401.0,915,21.2,,Working ordinary hours on Saturday,False,59.2,Percent,BR90326,14.01,per hour,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,21
402.0,916,21.3,,Working ordinary hours on Sunday,False,82.95,Percent,BR90326,19.63,per hour,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,21
403.0,917,22.2(c)(i),,Afternoon shift allowance,False,14.68,Percent,,3.39,per hour,2020-11-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,21
400.0,914,21.1,,Day work outside the spread of hours,False,24.7,Percent,,5.7,per hour,2020-11-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,21
397.0,911,17.2(c),,First aid allowance,False,2.35,Percent,,20.62,per week ,2020-11-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,21
394.0,910,17.2(b),,Leading hand in charge of—2 to 5 employees,True,3.21,Percent,,28.17,per week ,2020-11-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,21
395.0,910,17.2(b),,Leading hand in charge of—6 to 10 employees,True,4.75,Percent,,41.69,per week ,2020-11-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,21
396.0,910,17.2(b),,Leading hand in charge of—more than 10 employees,True,6.2,Percent,,54.41,per week ,2020-11-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,21
404.0,918,22.2(c)(ii),,Night shift allowance,False,17.59,Percent,,4.06,per hour,2020-11-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,21
406.0,920,22.3(b),,Non-standard shift work allowance,False,30.0,Percent,,6.93,per hour,2020-11-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,21
407.0,921,20.5(a),,Overtime stand-by allowance,False,59.42,Percent,,13.72,per hour,2020-11-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,21
405.0,919,22.2(c)(iii),,Permanent night shift allowance,False,21.0,Percent,,4.85,per hour,2020-11-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,21
398.0,912,17.2(d),,Representation allowance,False,2.18,Percent,,19.13,per week ,2020-11-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,21
399.0,913,17.2(e)(i),,Service centre allowance,False,6.08,Percent,,53.36,per week ,2020-11-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,21
401.0,915,21.2,,Working ordinary hours on Saturday,False,59.2,Percent,,13.67,per hour,2020-11-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,21
402.0,916,21.3,,Working ordinary hours on Sunday,False,82.95,Percent,,19.15,per hour,2020-11-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,21
403.0,917,28.2(c)(i),,Afternoon shift allowance,False,14.68,Percent,,3.33,per hour,2019-07-01,2020-10-31,,2022-12-20T04:22:57+00:00,2019,21
400.0,914,27.3,,Day work outside the spread of hours,False,24.7,Percent,,5.61,per hour,2019-07-01,2020-10-31,,2022-12-20T04:22:37+00:00,2019,21
397.0,911,22.1(c),,First aid allowance,False,2.35,Percent,,20.27,per week ,2019-07-01,2020-10-31,,2022-03-03T09:01:31+00:00,2019,21
394.0,910,22.1(a),,Leading hand in charge of—2 to 5 employees,True,3.21,Percent,,27.69,per week ,2019-07-01,2020-10-31,,2022-03-03T09:01:31+00:00,2019,21
395.0,910,22.1(a),,Leading hand in charge of—6 to 10 employees,True,4.75,Percent,,40.97,per week ,2019-07-01,2020-10-31,,2022-03-03T09:01:31+00:00,2019,21
396.0,910,22.1(a),,Leading hand in charge of—more than 10 employees,True,6.2,Percent,,53.48,per week ,2019-07-01,2020-10-31,,2022-03-03T09:01:31+00:00,2019,21
404.0,918,28.2(c)(ii),,Night shift allowance,False,17.59,Percent,,3.99,per hour,2019-07-01,2020-10-31,,2022-12-20T04:23:03+00:00,2019,21
406.0,920,28.3(b),,Non-standard shift work allowance,False,30.0,Percent,,6.81,per hour,2019-07-01,2020-10-31,,2022-12-20T04:23:18+00:00,2019,21
407.0,921,30.5(a),,Overtime stand-by allowance,False,59.42,Percent,,13.49,per hour,2019-07-01,2020-10-31,,2022-12-20T04:23:25+00:00,2019,21
405.0,919,28.2(c)(iii),,Permanent night shift allowance,False,21.0,Percent,,4.77,per hour,2019-07-01,2020-10-31,,2022-12-20T04:23:11+00:00,2019,21
398.0,912,22.1(e),,Representation allowance,False,2.18,Percent,,18.8,per week ,2019-07-01,2020-10-31,,2022-03-03T09:01:31+00:00,2019,21
399.0,913,22.1(f),,Service centre allowance,False,6.08,Percent,,52.44,per week ,2019-07-01,2020-10-31,,2022-03-03T09:01:31+00:00,2019,21
392.0,909,22.1,,Technical stream and Clerical stream—,False,,,,,,2019-07-01,2020-10-31,,2022-12-20T04:18:32+00:00,2019,21
401.0,915,27.4,,Working ordinary hours on Saturday,False,59.2,Percent,,13.44,per hour,2019-07-01,2020-10-31,,2022-12-20T04:22:43+00:00,2019,21
402.0,916,27.5,,Working ordinary hours on Sunday,False,82.95,Percent,,18.83,per hour,2019-07-01,2020-10-31,,2022-12-20T04:22:50+00:00,2019,21
403.0,917,28.2(c)(i),,Afternoon shift allowance,False,14.68,Percent,,3.24,per hour,2018-07-01,2019-06-30,,2022-12-20T04:15:46+00:00,2018,21
400.0,914,27.3,,Day work outside the spread of hours,False,24.7,Percent,,5.44,per hour,2018-07-01,2019-06-30,,2022-12-20T04:15:19+00:00,2018,21
397.0,911,22.1(c),,First aid allowance,False,2.35,Percent,,19.68,per week ,2018-07-01,2019-06-30,,2022-02-15T05:49:51+00:00,2018,21
394.0,910,22.1(a),,Leading hand in charge of—2 to 5 employees,True,3.21,Percent,,26.88,per week ,2018-07-01,2019-06-30,,2022-02-15T05:49:51+00:00,2018,21
395.0,910,22.1(a),,Leading hand in charge of—6 to 10 employees,True,4.75,Percent,,39.78,per week ,2018-07-01,2019-06-30,,2022-02-15T05:49:51+00:00,2018,21
396.0,910,22.1(a),,Leading hand in charge of—more than 10 employees,True,6.2,Percent,,51.92,per week ,2018-07-01,2019-06-30,,2022-02-15T05:49:51+00:00,2018,21
404.0,918,28.2(c)(ii),,Night shift allowance,False,17.59,Percent,,3.88,per hour,2018-07-01,2019-06-30,,2022-12-20T03:51:27+00:00,2018,21
406.0,920,28.3(b),,Non-standard shift work allowance,False,30.0,Percent,,6.61,per hour,2018-07-01,2019-06-30,,2022-12-20T04:16:09+00:00,2018,21
407.0,921,30.5(a),,Overtime stand-by allowance,False,59.42,Percent,,13.1,per hour,2018-07-01,2019-06-30,,2022-12-20T03:52:31+00:00,2018,21
405.0,919,28.2(c)(iii),,Permanent night shift allowance,False,21.0,Percent,,4.63,per hour,2018-07-01,2019-06-30,,2022-12-20T04:16:01+00:00,2018,21
398.0,912,22.1(e),,Representation allowance,False,2.18,Percent,,18.26,per week ,2018-07-01,2019-06-30,,2022-02-15T05:49:51+00:00,2018,21
399.0,913,22.1(f),,Service centre allowance,False,6.08,Percent,,50.91,per week ,2018-07-01,2019-06-30,,2022-02-15T05:49:51+00:00,2018,21
392.0,909,22.1,,Technical stream and Clerical stream—,False,,,,,,2018-07-01,2019-06-30,,2022-02-15T05:49:51+00:00,2018,21
401.0,915,27.4,,Working ordinary hours on Saturday,False,59.2,Percent,,13.05,per hour,2018-07-01,2019-06-30,,2022-12-20T04:15:30+00:00,2018,21
402.0,916,27.5,,Working ordinary hours on Sunday,False,82.95,Percent,,18.28,per hour,2018-07-01,2019-06-30,,2022-12-20T04:15:38+00:00,2018,21
403.0,917,28.2(c)(i),,Afternoon shift allowance,False,14.68,Percent,,3.13,per hour,2017-07-01,2018-06-30,,2022-12-20T03:55:35+00:00,2017,21
400.0,914,27.3,,Day work outside the spread of hours,False,24.7,Percent,,5.26,per hour,2017-07-01,2018-06-30,,2022-12-20T03:54:39+00:00,2017,21
397.0,911,22.1(c),,First aid allowance,False,2.35,Percent,,19.01,per week ,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,21
394.0,910,22.1(a),,Leading hand in charge of—2 to 5 employees,True,3.21,Percent,,25.97,per week ,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,21
395.0,910,22.1(a),,Leading hand in charge of—6 to 10 employees,True,4.75,Percent,,38.43,per week ,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,21
396.0,910,22.1(a),,Leading hand in charge of—more than 10 employees,True,6.2,Percent,,50.16,per week ,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,21
404.0,918,28.2(c)(ii),,Night shift allowance,False,17.59,Percent,,3.74,per hour,2017-07-01,2018-06-30,,2023-04-13T08:05:15+00:00,2017,21
406.0,920,28.3(b),,Non-standard shift work allowance,False,30.0,Percent,,6.39,per hour,2017-07-01,2018-06-30,,2022-12-20T03:56:29+00:00,2017,21
407.0,921,30.5(a),,Overtime stand-by allowance,False,59.42,Percent,,12.65,per hour,2017-07-01,2018-06-30,,2022-12-20T03:56:49+00:00,2017,21
405.0,919,28.2(c)(iii),,Permanent night shift allowance,False,21.0,Percent,,4.47,per hour,2017-07-01,2018-06-30,,2022-12-20T03:56:15+00:00,2017,21
398.0,912,22.1(e),,Representation allowance,False,2.18,Percent,,17.64,per week ,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,21
399.0,913,22.1(f),,Service centre allowance,False,6.08,Percent,,49.19,per week ,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,21
392.0,909,22.1,,Technical stream and Clerical stream—,False,,,,,,2017-07-01,2018-06-30,,2022-02-15T05:49:51+00:00,2017,21
401.0,915,27.4,,Working ordinary hours on Saturday,False,59.2,Percent,,12.6,per hour,2017-07-01,2018-06-30,,2022-12-20T03:54:54+00:00,2017,21
402.0,916,27.5,,Working ordinary hours on Sunday,False,82.95,Percent,,17.66,per hour,2017-07-01,2018-06-30,,2022-12-20T03:55:08+00:00,2017,21
403.0,917,28.2(c)(i),,Afternoon shift allowance,False,14.68,Percent,,3.03,per hour,2016-07-01,2017-06-30,,2022-12-20T03:58:54+00:00,2016,21
400.0,914,27.3,,Day work outside the spread of hours,False,24.7,Percent,,5.09,per hour,2016-07-01,2017-06-30,,2022-12-20T03:58:01+00:00,2016,21
397.0,911,22.1(c),,First aid allowance,False,2.35,Percent,,18.41,per week ,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,21
394.0,910,22.1(a),,Leading hand in charge of—2 to 5 employees,True,3.21,Percent,,25.14,per week ,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,21
395.0,910,22.1(a),,Leading hand in charge of—6 to 10 employees,True,4.75,Percent,,37.2,per week ,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,21
396.0,910,22.1(a),,Leading hand in charge of—more than 10 employees,True,6.2,Percent,,48.56,per week ,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,21
404.0,918,28.2(c)(ii),,Night shift allowance,False,17.59,Percent,,3.63,per hour,2016-07-01,2017-06-30,,2022-12-20T03:59:10+00:00,2016,21
406.0,920,28.3(b),,Non-standard shift work allowance,False,30.0,Percent,,6.18,per hour,2016-07-01,2017-06-30,,2022-12-20T03:59:34+00:00,2016,21
407.0,921,30.5(a),,Overtime stand-by allowance,False,59.42,Percent,,12.25,per hour,2016-07-01,2017-06-30,,2022-12-20T03:59:48+00:00,2016,21
405.0,919,28.2(c)(iii),,Permanent night shift allowance,False,21.0,Percent,,4.33,per hour,2016-07-01,2017-06-30,,2022-12-20T03:59:22+00:00,2016,21
398.0,912,22.1(e),,Representation allowance,False,2.18,Percent,,17.07,per week ,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,21
399.0,913,22.1(f),,Service centre allowance,False,6.08,Percent,,47.62,per week ,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,21
392.0,909,22.1,,Technical stream and Clerical stream—,False,,,,,,2016-07-01,2017-06-30,,2022-02-15T05:49:51+00:00,2016,21
401.0,915,27.4,,Working ordinary hours on Saturday,False,59.2,Percent,,12.2,per hour,2016-07-01,2017-06-30,,2022-12-20T03:58:19+00:00,2016,21
402.0,916,27.5,,Working ordinary hours on Sunday,False,82.95,Percent,,17.1,per hour,2016-07-01,2017-06-30,,2022-12-20T03:58:36+00:00,2016,21
403.0,917,28.2(c)(i),,Afternoon shift allowance,False,14.68,Percent,,2.96,per hour,2015-07-01,2016-06-30,,2022-12-20T04:20:52+00:00,2015,21
400.0,914,27.3,,Day work outside the spread of hours,False,24.7,Percent,,4.97,per hour,2015-07-01,2016-06-30,,2022-12-20T04:21:14+00:00,2015,21
397.0,911,22.1(c),,First aid allowance,False,2.35,Percent,,17.97,per week ,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,21
394.0,910,22.1(a),,Leading hand in charge of—2 to 5 employees,True,3.21,Percent,,24.55,per week ,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,21
395.0,910,22.1(a),,Leading hand in charge of—6 to 10 employees,True,4.75,Percent,,36.33,per week ,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,21
396.0,910,22.1(a),,Leading hand in charge of—more than 10 employees,True,6.2,Percent,,47.42,per week ,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,21
404.0,918,28.2(c)(ii),,Night shift allowance,False,17.59,Percent,,3.54,per hour,2015-07-01,2016-06-30,,2022-12-20T04:20:44+00:00,2015,21
406.0,920,28.3(b),,Non-standard shift work allowance,False,30.0,Percent,,6.04,per hour,2015-07-01,2016-06-30,,2022-12-20T04:20:28+00:00,2015,21
407.0,921,30.5(a),,Overtime stand-by allowance,False,59.42,Percent,,11.96,per hour,2015-07-01,2016-06-30,,2022-12-20T04:20:20+00:00,2015,21
405.0,919,28.2(c)(iii),,Permanent night shift allowance,False,21.0,Percent,,4.23,per hour,2015-07-01,2016-06-30,,2022-12-20T04:20:36+00:00,2015,21
398.0,912,22.1(e),,Representation allowance,False,2.18,Percent,,16.67,per week ,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,21
399.0,913,22.1(f),,Service centre allowance,False,6.08,Percent,,46.5,per week ,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,21
392.0,909,22.1,,Technical stream and Clerical stream—,False,,,,,,2015-07-01,2016-06-30,,2022-02-15T05:49:51+00:00,2015,21
401.0,915,27.4,,Working ordinary hours on Saturday,False,59.2,Percent,,11.92,per hour,2015-07-01,2016-06-30,,2022-12-20T04:21:06+00:00,2015,21
402.0,916,27.5,,Working ordinary hours on Sunday,False,82.95,Percent,,16.7,per hour,2015-07-01,2016-06-30,,2022-12-20T04:20:59+00:00,2015,21
11841.0,22920,17.2(c),,Broken shift allowance—maximum per week,False,2.29,Percent,BR90337,20.95,per week,2023-07-01,,3.0,2023-06-01T22:37:40+00:00,2023,22
408.0,922,17.2(b),,Broken shift allowance—per day,False,0.458,Percent,BR90337,4.19,per day,2023-07-01,,3.0,2023-06-01T22:37:40+00:00,2023,22
410.0,923,17.3(a),,Cold work allowance,False,0.067,Percent,BR90337,0.61,per hour,2023-07-01,,3.0,2023-06-01T22:37:40+00:00,2023,22
417.0,928,17.6(b),,First aid allowance,False,1.64,Percent,BR90337,15.0,per week,2023-07-01,,3.0,2023-06-01T22:37:40+00:00,2023,22
416.0,927,17.5(b)(ii),,Height allowance—above 22nd floor,False,0.221,Percent,BR90337,2.02,per hour or part thereof,2023-07-01,,3.0,2023-06-01T22:37:40+00:00,2023,22
415.0,926,17.5(b)(i),,Height allowance—up to and including 22nd floor,False,0.108,Percent,BR90337,0.99,per hour or part thereof,2023-07-01,,3.0,2023-06-01T22:37:40+00:00,2023,22
412.0,924,17.4(a),,Hot work allowance—46°C to 54°C,False,0.067,Percent,BR90337,0.61,per hour,2023-07-01,,3.0,2023-06-01T22:37:40+00:00,2023,22
413.0,925,17.4(b),,Hot work allowance—over 54°C,False,0.081,Percent,BR90337,0.74,per hour,2023-07-01,,3.0,2023-06-01T22:37:40+00:00,2023,22
419.0,929,17.7(b),,Leading hand in charge of—1 to 10 employees,False,6.0,Percent,BR90337,54.88,per week,2023-07-01,,3.0,2023-06-01T22:37:40+00:00,2023,22
420.0,929,17.7(b),,Leading hand in charge of—11 to 20 employees,False,7.72,Percent,BR90337,70.61,per week,2023-07-01,,3.0,2023-06-01T22:37:40+00:00,2023,22
421.0,929,17.7(b),,Leading hand in charge of—more than 20 employees,False,9.44,Percent,BR90337,86.35,per week,2023-07-01,,3.0,2023-06-01T22:37:40+00:00,2023,22
422.0,930,17.8(b),,Refuse collection allowance,False,0.456,Percent,BR90337,4.17,per shift,2023-07-01,,3.0,2023-06-01T22:37:40+00:00,2023,22
425.0,931,17.9,,Toilet cleaning allowance—per shift,False,0.359,Percent,BR90337,3.28,per shift,2023-07-01,,3.0,2023-06-01T22:37:40+00:00,2023,22
424.0,931,17.9,,Toilet cleaning allowance—per week,False,1.766,Percent,BR90337,16.15,per week,2023-07-01,,3.0,2023-06-01T22:37:40+00:00,2023,22
11841.0,22920,17.2(c),,Broken shift allowance—maximum per week,False,2.29,Percent,BR90337,19.81,per week,2022-07-01,2023-06-30,2.0,2022-06-24T01:32:00+00:00,2022,22
408.0,922,17.2(b),,Broken shift allowance—per day,False,0.458,Percent,BR90337,3.96,per day,2022-07-01,2023-06-30,2.0,2022-06-24T01:32:00+00:00,2022,22
410.0,923,17.3(a),,Cold work allowance,False,0.067,Percent,BR90337,0.58,per hour,2022-07-01,2023-06-30,2.0,2022-06-24T01:32:00+00:00,2022,22
417.0,928,17.6(b),,First aid allowance,False,1.64,Percent,BR90337,14.19,per week,2022-07-01,2023-06-30,2.0,2022-06-24T01:32:00+00:00,2022,22
416.0,927,17.5(b)(ii),,Height allowance—above 22nd floor,False,0.221,Percent,BR90337,1.91,per hour or part thereof,2022-07-01,2023-06-30,2.0,2022-06-24T01:32:00+00:00,2022,22
415.0,926,17.5(b)(i),,Height allowance—up to and including 22nd floor,False,0.108,Percent,BR90337,0.93,per hour or part thereof,2022-07-01,2023-06-30,2.0,2022-06-24T01:32:00+00:00,2022,22
412.0,924,17.4(a),,Hot work allowance—46°C to 54°C,False,0.067,Percent,BR90337,0.58,per hour,2022-07-01,2023-06-30,2.0,2022-06-24T01:32:00+00:00,2022,22
413.0,925,17.4(b),,Hot work allowance—over 54°C,False,0.081,Percent,BR90337,0.7,per hour,2022-07-01,2023-06-30,2.0,2022-06-24T01:32:00+00:00,2022,22
419.0,929,17.7(b),,Leading hand in charge of—1 to 10 employees,False,6.0,Percent,BR90337,51.9,per week,2022-07-01,2023-06-30,2.0,2022-06-24T01:32:00+00:00,2022,22
420.0,929,17.7(b),,Leading hand in charge of—11 to 20 employees,False,7.72,Percent,BR90337,66.78,per week,2022-07-01,2023-06-30,2.0,2022-06-24T01:32:00+00:00,2022,22
421.0,929,17.7(b),,Leading hand in charge of—more than 20 employees,False,9.44,Percent,BR90337,81.66,per week,2022-07-01,2023-06-30,2.0,2022-06-24T01:32:00+00:00,2022,22
422.0,930,17.8(b),,Refuse collection allowance,False,0.456,Percent,BR90337,3.94,per shift,2022-07-01,2023-06-30,2.0,2022-06-24T01:32:00+00:00,2022,22
425.0,931,17.9,,Toilet cleaning allowance—per shift,False,0.359,Percent,BR90337,3.11,per shift,2022-07-01,2023-06-30,2.0,2022-06-24T01:32:00+00:00,2022,22
424.0,931,17.9,,Toilet cleaning allowance—per week,False,1.766,Percent,BR90337,15.28,per week,2022-07-01,2023-06-30,2.0,2022-06-24T01:32:00+00:00,2022,22
11841.0,22920,17.2(c),,Broken shift allowance—maximum per week,False,2.29,Percent,BR90337,18.89,per week,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,22
408.0,922,17.2(b),,Broken shift allowance—per day,False,0.458,Percent,BR90337,3.78,per day,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,22
410.0,923,17.3(a),,Cold work allowance,False,0.067,Percent,BR90337,0.55,per hour,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,22
417.0,928,17.6(b),,First aid allowance,False,1.64,Percent,BR90337,13.53,per week,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,22
416.0,927,17.5(b)(ii),,Height allowance—above 22nd floor,False,0.221,Percent,BR90337,1.82,per hour or part thereof,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,22
415.0,926,17.5(b)(i),,Height allowance—up to and including 22nd floor,False,0.108,Percent,BR90337,0.89,per hour or part thereof,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,22
412.0,924,17.4(a),,Hot work allowance—46°C to 54°C,False,0.067,Percent,BR90337,0.55,per hour,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,22
413.0,925,17.4(b),,Hot work allowance—over 54°C,False,0.081,Percent,BR90337,0.67,per hour,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,22
419.0,929,17.7(b),,Leading hand in charge of—1 to 10 employees,False,6.0,Percent,BR90337,49.5,per week,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,22
420.0,929,17.7(b),,Leading hand in charge of—11 to 20 employees,False,7.72,Percent,BR90337,63.69,per week,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,22
421.0,929,17.7(b),,Leading hand in charge of—more than 20 employees,False,9.44,Percent,BR90337,77.88,per week,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,22
422.0,930,17.8(b),,Refuse collection allowance,False,0.456,Percent,BR90337,3.76,per shift,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,22
425.0,931,17.9,,Toilet cleaning allowance—per shift,False,0.359,Percent,BR90337,2.96,per shift,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,22
424.0,931,17.9,,Toilet cleaning allowance—per week,False,1.766,Percent,BR90337,14.57,per week,2021-07-01,2022-06-30,1.0,2022-03-03T09:01:31+00:00,2021,22
11841.0,22920,17.2(c),,Broken shift allowance—maximum per week,False,2.29,Percent,,18.43,per week,2020-07-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,22
408.0,922,17.2(b),,Broken shift allowance—per day,False,0.458,Percent,,3.69,per day,2020-07-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,22
410.0,923,17.3(a),,Cold work allowance,False,0.067,Percent,,0.54,per hour,2020-07-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,22
417.0,928,17.6(b),,First aid allowance,False,1.64,Percent,,13.2,per week,2020-07-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,22
416.0,927,17.5(b)(ii),,Height allowance—above 22nd floor,False,0.221,Percent,,1.78,per hour or part thereof,2020-07-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,22
415.0,926,17.5(b)(i),,Height allowance—up to and including 22nd floor,False,0.108,Percent,,0.87,per hour or part thereof,2020-07-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,22
412.0,924,17.4(a),,Hot work allowance—46°C to 54°C,False,0.067,Percent,,0.54,per hour,2020-07-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,22
413.0,925,17.4(b),,Hot work allowance—over 54°C,False,0.081,Percent,,0.65,per hour,2020-07-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,22
419.0,929,17.7(b),,Leading hand in charge of—1 to 10 employees,False,6.0,Percent,,48.29,per week,2020-07-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,22
420.0,929,17.7(b),,Leading hand in charge of—11 to 20 employees,False,7.72,Percent,,62.14,per week,2020-07-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,22
421.0,929,17.7(b),,Leading hand in charge of—more than 20 employees,False,9.44,Percent,,75.98,per week,2020-07-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,22
422.0,930,17.8(b),,Refuse collection allowance,False,0.456,Percent,,3.67,per shift,2020-07-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,22
425.0,931,17.9,,Toilet cleaning allowance—per shift,False,0.359,Percent,,2.89,per shift,2020-07-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,22
424.0,931,17.9,,Toilet cleaning allowance—per week,False,1.766,Percent,,14.21,per week,2020-07-01,2021-06-30,,2022-03-03T09:01:31+00:00,2020,22
11841.0,922,17.1,,Broken shift allowance—maximum per week,False,2.29,Percent,,18.12,per week,2019-07-01,2020-06-30,,2023-07-04T03:50:03+00:00,2019,22
408.0,922,17.1,,Broken shift allowance—per day,False,0.458,Percent,,3.62,per day,2019-07-01,2020-06-30,,2022-03-03T09:01:31+00:00,2019,22
410.0,923,17.2(a),,Cold work allowance,False,0.067,Percent,,0.53,per hour,2019-07-01,2020-06-30,,2022-03-03T09:01:31+00:00,2019,22
417.0,928,17.4,,First aid allowance,False,1.64,Percent,,12.97,per week,2019-07-01,2020-06-30,,2022-03-03T09:01:31+00:00,2019,22
416.0,927,17.2(c)(ii),,Height allowance—above 22nd floor,False,0.221,Percent,,1.75,per hour or part thereof,2019-07-01,2020-06-30,,2022-03-03T09:01:31+00:00,2019,22
415.0,926,17.2(c)(i),,Height allowance—up to and including 22nd floor,False,0.108,Percent,,0.85,per hour or part thereof,2019-07-01,2020-06-30,,2022-03-03T09:01:31+00:00,2019,22
