expense_allowance_fixed_id,clause_fixed_id,clauses,parent_allowance,allowance,is_all_purpose,allowance_amount,payment_frequency,last_adjusted_year,cpi_quarter_last_adjusted,operative_from,operative_to,version_number,last_modified_datetime,published_year
9562.0,21894,B.2.4,,Broadacre Farming and Livestock Operations - With Keep deduction,False,150.16,per week,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
9563.0,21895,B.3.1,,Broadacre Farming and Livestock Operations - With Keep deduction,False,150.16,per week,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
9564.0,21896,B.3.2,,Broadacre Farming and Livestock Operations - With Keep deduction,False,150.16,per week,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
9565.0,21898,B.3.4,,Broadacre Farming and Livestock Operations - With Keep deduction,False,150.16,per week,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
3226.0,9315,50.5(b)(iv),,Combs and cutters allowance,False,23.82,per week,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
205.0,1967,53.1(f),,Fares and travelling allowances for expeditionary employees—expenses other than fares—per day,False,102.02,per day,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
206.0,1968,53.1(g),,Fares and travelling allowances for expeditionary employees—expenses other than fares—per hour rate,False,4.25,per hour ,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
204.0,1966,53.1(a),,Fares and travelling allowances for expeditionary employees—motor vehicle expenses,False,0.95,per km,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
7358.0,1962,18.3(c),,General Employment Conditions,False,,,,,,,1,2023-06-02T10:12:41+00:00,2023
190.0,1960,43.7(a),,Meal allowance—overtime after working ordinary hours on Monday to Friday,False,15.73,per meal,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
193.0,1963,18.3(d)(i),,Meal allowance—overtime of more than 1.5 hours,False,15.73,per meal,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
194.0,1964,18.3(d)(ii),,Meal allowance—overtime of more than 2 hours without required notice,False,15.73,per meal,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
9757.0,23311,43.7(b),,Meal allowance—unplanned overtime of more than 2 hours,False,15.73,per meal,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
7360.0,1960,43.7(a),,Pig Breeding and Raising,False,,,,,,,1,2023-06-02T10:12:41+00:00,2023
197.0,123,A.1.1,,Shearers—combs/cutters allowance,False,119.03,per week,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
198.0,123,A.1.1,,Shearers—handpiece payment,False,26.91,per week,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
196.0,123,A.1.1,,Shearers—rations,False,70.08,per week,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
195.0,123,A.1.1,,Shearers—shearing industry allowance,False,260.54,per week,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
833.0,140,A.5,,Shearing cooks—69.58% of shearing industry allowance,False,181.28,per week,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
9566.0,9315,50.5(b)(iv),,Shearing Operations,False,,,,,,,1,2023-06-02T10:12:41+00:00,2023
200.0,130,A.3.1,,Shed hands—rations,False,70.08,per week,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
199.0,130,A.3.1,,Shed hands—shearing industry allowance,False,260.54,per week,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
188.0,1959,33.1(a),,Station hand—to find own horse,False,8.71,per week,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
9519.0,22992,33.1(b),,Station hand—to find own saddle,False,6.97,per week,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
192.0,1962,18.3(c),,Use of vehicle allowance,False,0.95,per km,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
187.0,1958,32.3,,With Keep deduction,False,150.16,per week,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
202.0,134,A.4,,Woolpressers—rations,False,70.08,per week,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
201.0,134,A.4,,Woolpressers—shearing industry allowance,False,260.54,per week,2022.0,March Quarter,2023-07-01,,3,2023-06-02T10:12:41+00:00,2023
203.0,1965,52.3(b),,Allowance where sleeping quarters not provided— vehicle allowance—all employees,False,0.91,per km,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
7359.0,1958,32.3,,Broadacre Farming and Livestock Operations,False,,,,,,,1,2022-06-24T15:24:21+00:00,2022
9560.0,21891,B.2.1,,Broadacre Farming and Livestock Operations - With Keep deduction,False,140.31,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
9561.0,21892,B.2.2,,Broadacre Farming and Livestock Operations - With Keep deduction,False,140.31,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
9562.0,21894,B.2.4,,Broadacre Farming and Livestock Operations - With Keep deduction,False,140.31,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
9563.0,21895,B.3.1,,Broadacre Farming and Livestock Operations - With Keep deduction,False,140.31,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
9564.0,21896,B.3.2,,Broadacre Farming and Livestock Operations - With Keep deduction,False,140.31,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
9565.0,21898,B.3.4,,Broadacre Farming and Livestock Operations - With Keep deduction,False,140.31,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
3226.0,9315,50.5(b)(iv),,Combs and cutters allowance,False,22.81,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
205.0,1967,53.1(f),,Fares and travelling allowances for expeditionary employees—expenses other than fares—per day,False,81.63,per day,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
206.0,1968,53.1(g),,Fares and travelling allowances for expeditionary employees—expenses other than fares—per hour rate,False,3.4,per hour ,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
204.0,1966,53.1(a),,Fares and travelling allowances for expeditionary employees—motor vehicle expenses,False,0.91,per km,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
7358.0,1962,18.3(c),,General Employment Conditions,False,,,,,,,1,2022-06-24T15:24:21+00:00,2022
190.0,1960,43.7(a),,Meal allowance—overtime after working ordinary hours on Monday to Friday,False,14.59,per meal,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
193.0,1963,18.3(d)(i),,Meal allowance—overtime of more than 1.5 hours,False,14.59,per meal,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
194.0,1964,18.3(d)(ii),,Meal allowance—overtime of more than 2 hours without required notice,False,14.59,per meal,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
9757.0,23311,43.7(b),,Meal allowance—unplanned overtime of more than 2 hours,False,14.59,per meal,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
7360.0,1960,43.7(a),,Pig Breeding and Raising,False,,,,,,,1,2022-06-24T15:24:21+00:00,2022
197.0,123,A.1.1,,Shearers—combs/cutters allowance,False,113.99,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
198.0,123,A.1.1,,Shearers—handpiece payment,False,25.77,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
196.0,123,A.1.1,,Shearers—rations,False,65.0,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
195.0,123,A.1.1,,Shearers—shearing industry allowance,False,243.45,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
833.0,140,A.5,,Shearing cooks—69.58% of shearing industry allowance,False,169.39,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
9566.0,9315,50.5(b)(iv),,Shearing Operations,False,,,,,,,1,2022-06-24T15:24:21+00:00,2022
200.0,130,A.3.1,,Shed hands—rations,False,65.0,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
199.0,130,A.3.1,,Shed hands—shearing industry allowance,False,243.45,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
188.0,1959,33.1(a),,Station hand—to find own horse,False,8.14,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
9519.0,22992,33.1(b),,Station hand—to find own saddle,False,6.51,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
192.0,1962,18.3(c),,Use of vehicle allowance,False,0.91,per km,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
187.0,1958,32.3,,With Keep deduction,False,140.31,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
202.0,134,A.4,,Woolpressers—rations,False,65.0,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
201.0,134,A.4,,Woolpressers—shearing industry allowance,False,243.45,per week,2021.0,March Quarter,2022-07-01,2023-06-30,2,2022-06-24T15:23:49+00:00,2022
203.0,1965,52.3(b),,Allowance where sleeping quarters not provided— vehicle allowance—all employees,False,0.8,per km,2014.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
7359.0,1958,32.3,,Broadacre Farming and Livestock Operations,False,,,,,,,1,2022-02-15T15:41:38+00:00,2021
9560.0,21891,B.2.1,,Broadacre Farming and Livestock Operations - With Keep deduction,False,133.52,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
9561.0,21892,B.2.2,,Broadacre Farming and Livestock Operations - With Keep deduction,False,133.52,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
9562.0,21894,B.2.4,,Broadacre Farming and Livestock Operations - With Keep deduction,False,133.52,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
9563.0,21895,B.3.1,,Broadacre Farming and Livestock Operations - With Keep deduction,False,133.52,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
9564.0,21896,B.3.2,,Broadacre Farming and Livestock Operations - With Keep deduction,False,133.52,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
9565.0,21898,B.3.4,,Broadacre Farming and Livestock Operations - With Keep deduction,False,133.52,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
3226.0,9315,50.5(b)(iv),,Combs and cutters allowance,False,21.86,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
205.0,1967,53.1(f),,Fares and travelling allowances for expeditionary employees—expenses other than fares—per day,False,78.06,per day,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
206.0,1968,53.1(g),,Fares and travelling allowances for expeditionary employees—expenses other than fares—per hour rate,False,3.25,per hour ,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
204.0,1966,53.1(a),,Fares and travelling allowances for expeditionary employees—motor vehicle expenses,False,0.8,per km,2014.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
7358.0,1962,18.3(c),,General Employment Conditions,False,,,,,,,1,2022-02-15T15:41:38+00:00,2021
190.0,1960,43.7(a),,Meal allowance—overtime after working ordinary hours on Monday to Friday,False,14.26,per meal,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
193.0,1963,18.3(d)(i),,Meal allowance—overtime of more than 1.5 hours,False,14.26,per meal,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
194.0,1964,18.3(d)(ii),,Meal allowance—overtime of more than 2 hours without required notice,False,14.26,per meal,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
9757.0,23311,43.7(b),,Meal allowance—unplanned overtime of more than 2 hours,False,14.26,per meal,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
7360.0,1960,43.7(a),,Pig Breeding and Raising,False,,,,,,,1,2022-02-15T15:41:38+00:00,2021
197.0,123,A.1.1,,Shearers—combs/cutters allowance,False,109.24,per week,2020.0,March Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
198.0,123,A.1.1,,Shearers—handpiece payment,False,24.7,per week,2020.0,March Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
196.0,123,A.1.1,,Shearers—rations,False,63.53,per week,2020.0,March Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
195.0,123,A.1.1,,Shearers—shearing industry allowance,False,231.66,per week,2020.0,March Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
833.0,140,A.5,,Shearing cooks—69.58% of shearing industry allowance,False,161.19,per week,2020.0,March Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
9566.0,9315,50.5(b)(iv),,Shearing Operations,False,,,,,,,1,2022-02-15T15:41:38+00:00,2021
200.0,130,A.3.1,,Shed hands—rations,False,63.53,per week,2020.0,March Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
199.0,130,A.3.1,,Shed hands—shearing industry allowance,False,231.66,per week,2020.0,March Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
188.0,1959,33.1(a),,Station hand—to find own horse,False,7.75,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
9519.0,22992,33.1(b),,Station hand—to find own saddle,False,6.19,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
192.0,1962,18.3(c),,Use of vehicle allowance,False,0.8,per km,2014.0,,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
187.0,1958,32.3,,With Keep deduction,False,133.52,per week,2020.0,September Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
202.0,134,A.4,,Woolpressers—rations,False,63.53,per week,2020.0,March Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
201.0,134,A.4,,Woolpressers—shearing industry allowance,False,231.66,per week,2020.0,March Quarter,2021-07-01,2022-06-30,1,2022-02-15T15:41:38+00:00,2021
203.0,1965,52.3(b),,Allowance where sleeping quarters not provided— vehicle allowance—all employees,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:42+00:00,2020
7359.0,1958,32.3,,Broadacre Farming and Livestock Operations,False,,,,,,,0,2022-02-15T15:41:38+00:00,2020
9560.0,21891,B.2.1,,Broadacre Farming and Livestock Operations - With Keep deduction,False,131.59,per week,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:43+00:00,2020
9561.0,21892,B.2.2,,Broadacre Farming and Livestock Operations - With Keep deduction,False,131.59,per week,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:44+00:00,2020
9562.0,21894,B.2.4,,Broadacre Farming and Livestock Operations - With Keep deduction,False,131.59,per week,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:44+00:00,2020
9563.0,21895,B.3.1,,Broadacre Farming and Livestock Operations - With Keep deduction,False,131.59,per week,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:44+00:00,2020
9564.0,21896,B.3.2,,Broadacre Farming and Livestock Operations - With Keep deduction,False,131.59,per week,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:44+00:00,2020
9565.0,21898,B.3.4,,Broadacre Farming and Livestock Operations - With Keep deduction,False,131.59,per week,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:44+00:00,2020
3226.0,9315,50.5(b)(iv),,Combs and cutters allowance,False,21.78,per week,2017.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:42+00:00,2020
205.0,1967,53.1(f),,Fares and travelling allowances for expeditionary employees—expenses other than fares—per day,False,74.79,per day,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:42+00:00,2020
206.0,1968,53.1(g),,Fares and travelling allowances for expeditionary employees—expenses other than fares—per hour rate,False,3.11,per hour ,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:42+00:00,2020
204.0,1966,53.1(a),,Fares and travelling allowances for expeditionary employees—motor vehicle expenses,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:42+00:00,2020
7358.0,1962,18.3(c),,General Employment Conditions,False,,,,,,,0,2022-02-15T15:41:38+00:00,2020
190.0,1960,43.7(a),,Meal allowance—overtime after working ordinary hours on Monday to Friday,False,14.05,per meal,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:42+00:00,2020
193.0,1963,18.3(d)(i),,Meal allowance—overtime of more than 1.5 hours,False,14.05,per meal,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:42+00:00,2020
194.0,1964,18.3(d)(ii),,Meal allowance—overtime of more than 2 hours without required notice,False,14.05,per meal,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:42+00:00,2020
9757.0,23311,43.7(b),,Meal allowance—unplanned overtime of more than 2 hours,False,14.05,per meal,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:44+00:00,2020
7360.0,1960,43.7(a),,Pig Breeding and Raising,False,,,,,,,0,2022-02-15T15:41:38+00:00,2020
197.0,123,A.1.1,,Shearers—combs/cutters allowance,False,105.36,per week,2017.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:41+00:00,2020
198.0,123,A.1.1,,Shearers—handpiece payment,False,23.82,per week,2017.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:41+00:00,2020
196.0,123,A.1.1,,Shearers—rations,False,62.53,per week,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:41+00:00,2020
195.0,123,A.1.1,,Shearers—shearing industry allowance,False,229.11,per week,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:41+00:00,2020
833.0,140,A.5,,Shearing cooks—69.58% of shearing industry allowance,False,159.41,per week,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:41+00:00,2020
9566.0,9315,50.5(b)(iv),,Shearing Operations,False,,,,,,,0,2022-02-15T15:41:38+00:00,2020
200.0,130,A.3.1,,Shed hands—rations,False,62.53,per week,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:41+00:00,2020
199.0,130,A.3.1,,Shed hands—shearing industry allowance,False,229.11,per week,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:41+00:00,2020
188.0,1959,33.1(a),,Station hand—to find own horse,False,7.64,per week,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:42+00:00,2020
9519.0,22992,33.1(b),,Station hand—to find own saddle,False,6.1,per week,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:44+00:00,2020
192.0,1962,18.3(c),,Use of vehicle allowance,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:42+00:00,2020
187.0,1958,32.3,,With Keep deduction,False,131.59,per week,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:42+00:00,2020
202.0,134,A.4,,Woolpressers—rations,False,62.53,per week,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:41+00:00,2020
201.0,134,A.4,,Woolpressers—shearing industry allowance,False,229.11,per week,2019.0,,2020-07-01,2021-06-30,0,2022-02-15T15:39:41+00:00,2020
203.0,1965,46.3(b),,Allowance where sleeping quarters not provided— vehicle allowance—all employees,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:42+00:00,2019
7359.0,1958,28.3,,Broadacre Farming and Livestock Operations,False,,,,,,,0,2022-02-15T15:41:38+00:00,2019
3226.0,9315,44.4(b)(iv),,Combs and cutters allowance,False,20.81,per week,2017.0,,2017-07-01,2020-06-30,0,2022-02-15T15:39:42+00:00,2019
205.0,1967,47.1(f),,Fares and travelling allowances for expeditionary employees—expenses other than fares—per day,False,73.31,per day,2018.0,,2019-07-01,2020-06-30,0,2022-02-15T15:39:42+00:00,2019
206.0,1968,47.1(g),,Fares and travelling allowances for expeditionary employees—expenses other than fares—per hour rate,False,3.05,per hour ,2018.0,,2019-07-01,2020-06-30,0,2022-02-15T15:39:42+00:00,2019
204.0,1966,47.1(a),,Fares and travelling allowances for expeditionary employees—motor vehicle expenses,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:42+00:00,2019
7358.0,1962,17.2(b),,General Employment Conditions,False,,,,,,,0,2022-02-15T15:41:38+00:00,2019
190.0,1960,36.5,,Meal allowance—overtime after working ordinary hours on Monday to Friday,False,13.76,per meal,2018.0,,2019-07-01,2020-06-30,0,2022-02-15T15:39:42+00:00,2019
193.0,1963,17.2(c)(i),,Meal allowance—overtime of more than 1.5 hours,False,13.76,per meal,2018.0,,2019-07-01,2020-06-30,0,2022-02-15T15:39:42+00:00,2019
194.0,1964,17.2(c)(ii)(C),,Meal allowance—overtime of more than 2 hours without required notice,False,13.76,per meal,2018.0,,2019-07-01,2020-06-30,0,2022-02-15T15:39:42+00:00,2019
9757.0,23311,36.10.,,Meal allowance—unplanned overtime of more than 2 hours,False,13.76,per meal,2018.0,,2019-07-01,2020-06-30,0,2023-04-05T17:24:55+00:00,2019
7360.0,1960,36.5,,Pig Breeding and Raising,False,,,,,,,0,2022-02-15T15:41:38+00:00,2019
197.0,123,45.1(a),,Shearers—combs/cutters allowance,False,104.0,per week,2017.0,,2017-07-01,2020-06-30,0,2022-02-15T15:39:41+00:00,2019
198.0,123,45.1(a),,Shearers—handpiece payment,False,23.51,per week,2017.0,,2017-07-01,2020-06-30,0,2022-02-15T15:39:41+00:00,2019
196.0,123,45.1(a),,Shearers—rations,False,61.27,per week,2018.0,,2019-07-01,2020-06-30,0,2022-02-15T15:39:41+00:00,2019
195.0,123,45.1(a),,Shearers—shearing industry allowance,False,224.2,per week,2018.0,,2019-07-01,2020-06-30,0,2022-02-15T15:39:41+00:00,2019
833.0,140,45.5(b),,Shearing cooks—69.58% of shearing industry allowance,False,156.0,per week,2018.0,,2019-07-01,2020-06-30,0,2022-02-15T15:39:41+00:00,2019
9566.0,9315,44.4(b)(iv),,Shearing Operations,False,,,,,,,0,2023-04-05T17:24:55+00:00,2019
200.0,130,45.3(b),,Shed hands—rations,False,61.27,per week,2018.0,,2019-07-01,2020-06-30,0,2022-02-15T15:39:41+00:00,2019
199.0,130,45.3(b),,Shed hands—shearing industry allowance,False,224.2,per week,2018.0,,2019-07-01,2020-06-30,0,2022-02-15T15:39:41+00:00,2019
188.0,1959,29.1,,Station hand—to find own horse,False,7.5,per week,2018.0,,2019-07-01,2020-06-30,0,2022-02-15T15:39:42+00:00,2019
9519.0,1959,29.1,,Station hand—to find own saddle,False,5.99,per week,2018.0,,2019-07-01,2020-06-30,0,2023-04-05T17:24:55+00:00,2019
192.0,1962,17.2(b),,Use of vehicle allowance,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:42+00:00,2019
187.0,1958,28.3,,With Keep deduction,False,129.21,per week,2018.0,,2019-07-01,2020-06-30,0,2022-02-15T15:39:42+00:00,2019
202.0,134,45.4(b),,Woolpressers—rations,False,61.27,per week,2018.0,,2019-07-01,2020-06-30,0,2022-02-15T15:39:41+00:00,2019
201.0,134,45.4(b),,Woolpressers—shearing industry allowance,False,224.2,per week,2018.0,,2019-07-01,2020-06-30,0,2022-02-15T15:39:41+00:00,2019
203.0,1965,46.3(b),,Allowance where sleeping quarters not provided— vehicle allowance—all employees,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:42+00:00,2018
7359.0,1958,28.3,,Broadacre Farming and Livestock Operations,False,,,,,,,0,2023-04-05T17:24:54+00:00,2018
3226.0,9315,44.4(b)(iv),,Combs and cutters allowance,False,20.81,per week,2017.0,,2017-07-01,2020-06-30,0,2022-02-15T15:39:42+00:00,2018
205.0,1967,47.1(f),,Fares and travelling allowances for expeditionary employees—expenses other than fares—per day,False,72.08,per day,2015.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:42+00:00,2018
206.0,1968,47.1(g),,Fares and travelling allowances for expeditionary employees—expenses other than fares—per hour rate,False,3.0,per hour ,2015.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:42+00:00,2018
204.0,1966,47.1(a),,Fares and travelling allowances for expeditionary employees—motor vehicle expenses,False,0.78,per km,2014.0,,2014-07-01,2021-06-30,0,2022-02-15T15:39:42+00:00,2018
7358.0,1962,17.2(b),,General Employment Conditions,False,,,,,,,0,2023-04-05T17:24:54+00:00,2018
190.0,1960,36.5,,Meal allowance—overtime after working ordinary hours on Monday to Friday,False,13.34,per meal,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:42+00:00,2018
193.0,1963,17.2(c)(i),,Meal allowance—overtime of more than 1.5 hours,False,13.34,per meal,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:42+00:00,2018
194.0,1964,17.2(c)(ii),,Meal allowance—overtime of more than 2 hours without required notice,False,13.34,per meal,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:42+00:00,2018
9757.0,23311,36.10.,,Meal allowance—unplanned overtime of more than 2 hours,False,13.34,per meal,2017.0,,2018-07-01,2019-06-30,0,2023-04-05T17:24:55+00:00,2018
7360.0,1960,36.5,,Pig Breeding and Raising,False,,,,,,,0,2023-04-05T17:24:55+00:00,2018
197.0,123,45.1(a),,Shearers—combs/cutters allowance,False,104.0,per week,2017.0,,2017-07-01,2020-06-30,0,2022-02-15T15:39:41+00:00,2018
198.0,123,45.1(a),,Shearers—handpiece payment,False,23.51,per week,2017.0,,2017-07-01,2020-06-30,0,2022-02-15T15:39:41+00:00,2018
196.0,123,45.1(a),,Shearers—rations,False,59.38,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:41+00:00,2018
195.0,123,45.1(a),,Shearers—shearing industry allowance,False,221.25,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:41+00:00,2018
833.0,140,45.5(b),,Shearing cooks—69.58% of shearing industry allowance,False,153.95,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:41+00:00,2018
9566.0,9315,44.4(b)(iv),,Shearing Operations,False,,,,,,,0,2023-04-05T17:24:55+00:00,2018
200.0,130,45.3(b),,Shed hands—rations,False,59.38,per week,2017.0,,2018-07-01,2019-06-30,0,2022-02-15T15:39:41+00:00,2018
